areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
안동,안동(경상북도 농업기술원),001,00122019002263,,,,1,,0351,002,2019,2019-04-20,50,8,R32001,일품벼,3,75
화성,화성(경기도 경기도농업기술원),001,00122019002221,,,,1,,0332,002,2019,2019-04-20,51,8,R32003,대안벼,3,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002226,,,,1,,0333,002,2019,2019-04-25,52,8,R32003,대안벼,3,75
청원,청원(충청북도 농업기술원),001,00122019002233,,,,1,,2325,002,2019,2019-04-25,53,8,R32003,대안벼,3,75
익산,익산(전북특별자치도 농업기술원),001,00122019002245,,,,1,,0326,002,2019,2019-04-30,54,8,R32006,일미벼,3,75
계화,계화(국립식량과학원),001,00122019002206,,,,1,,0343,002,2019,2019-04-30,55,8,R32011,남평벼,3,75
영덕,영덕(국립식량과학원),001,00122019002219,,,,1,,0338,002,2019,2019-04-20,56,8,R32011,남평벼,3,75
익산,익산(전북특별자치도 농업기술원),001,00122019002247,,,,1,,0326,002,2019,2019-04-30,57,8,R32011,남평벼,3,75
안동,안동(경상북도 농업기술원),001,00122019002262,,,,1,,0351,002,2019,2019-04-20,58,8,R32015,새추청,3,75
계화,계화(국립식량과학원),001,00122019002204,,,,1,,0343,002,2019,2019-04-30,59,8,R32016,신동진,3,75
익산,익산(전북특별자치도 농업기술원),001,00122019002246,,,,1,,0326,002,2019,2019-04-30,60,8,R32016,신동진,3,75
계화,계화(국립식량과학원),001,00122019002207,,,,1,,0343,002,2019,2019-04-30,61,8,R32068,동진1호,3,75
화성,화성(경기도 경기도농업기술원),001,00122019002222,,,,1,,0332,002,2019,2019-04-20,62,8,R32082,삼광,3,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002227,,,,1,,0333,002,2019,2019-04-25,63,8,R32082,삼광,3,75
청원,청원(충청북도 농업기술원),001,00122019002235,,,,1,,2325,002,2019,2019-04-25,64,8,R32082,삼광,3,75
예산,예산(충청남도 농업기술원),001,00122019002240,,,,1,,0350,002,2019,2019-04-25,65,8,R32082,삼광,3,75
예산,예산(충청남도 농업기술원),001,00122019002244,,,,1,,0350,002,2019,2019-04-25,66,8,R32084,새누리,3,75
익산,익산(전북특별자치도 농업기술원),001,00122019002249,,,,1,,0326,002,2019,2019-04-30,67,8,R32084,새누리,3,75
계화,계화(국립식량과학원),001,00122019002205,,,,1,,0343,002,2019,2019-04-30,68,8,R32088,청호,3,75
예산,예산(충청남도 농업기술원),001,00122019002241,,,,1,,0350,002,2019,2019-04-25,69,8,R32091,호품,3,75
익산,익산(전북특별자치도 농업기술원),001,00122019002248,,,,1,,0326,002,2019,2019-04-30,70,8,R32091,호품,3,75
예산,예산(충청남도 농업기술원),001,00122019002243,,,,1,,0350,002,2019,2019-04-25,71,8,R32093,새일미,3,75
안동,안동(경상북도 농업기술원),001,00122019002264,,,,1,,0351,002,2019,2019-04-20,72,8,R32093,새일미,3,75
화성,화성(경기도 경기도농업기술원),001,00122019002223,,,,1,,0332,002,2019,2019-04-20,73,8,R33009,추청,3,75
청원,청원(충청북도 농업기술원),001,00122019002232,,,,1,,2325,002,2019,2019-04-25,74,8,R33009,추청,3,75
예산,예산(충청남도 농업기술원),001,00122019002242,,,,1,,0350,002,2019,2019-04-25,75,8,R33009,추청,3,75
나주,나주(전라남도 농업기술원),001,00122020002174,,,,1,,0352,002,2020,2020-05-10,1,3,R32006,일미벼,3,76
나주,나주(전라남도 농업기술원),001,00122020002175,,,,1,,0352,002,2020,2020-05-10,2,3,R32016,신동진,3,76
나주,나주(전라남도 농업기술원),001,00122020002177,,,,1,,0352,002,2020,2020-05-10,3,3,R32081,미품,3,76
나주,나주(전라남도 농업기술원),001,00122020002178,,,,1,,0352,002,2020,2020-05-10,4,3,R32092,현품,3,76
나주,나주(전라남도 농업기술원),001,00122020002179,,,,1,,0352,002,2020,2020-05-10,5,3,R32093,새일미,3,76
나주,나주(전라남도 농업기술원),001,00122020002176,,,,1,,0352,002,2020,2020-05-10,6,3,R46054,새청무,3,76
대구,대구(경상북도 농업기술원),001,00122020002180,,,,1,,0340,002,2020,2020-04-30,7,4,R22009,화영벼,3,76
대구,대구(경상북도 농업기술원),001,00122020002182,,,,1,,0340,002,2020,2020-04-30,8,4,R22083,삼덕,3,76
대구,대구(경상북도 농업기술원),001,00122020002181,,,,1,,0340,002,2020,2020-04-30,9,4,R32001,일품벼,3,76
대구,대구(경상북도 농업기술원),001,00122020002183,,,,1,,0340,002,2020,2020-04-30,10,4,R32082,삼광,3,76
