areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,exam4,exam5,exam6,exam7,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
나주,나주(전라남도 농업기술원),001,00122019002252,,,,,,,,1,,0352,002,2019,2019-05-10,5,3,R46054,새청무,7,75
대구,대구(경상북도 농업기술원),001,00122019002255,,,,,,,,1,,0340,002,2019,2019-04-30,6,4,R22009,화영벼,7,75
대구,대구(경상북도 농업기술원),001,00122019002257,,,,,,,,1,,0340,002,2019,2019-04-30,7,4,R22083,삼덕,7,75
대구,대구(경상북도 농업기술원),001,00122019002256,,,,,,,,1,,0340,002,2019,2019-04-30,8,4,R32001,일품벼,7,75
대구,대구(경상북도 농업기술원),001,00122019002258,,,,,,,,1,,0340,002,2019,2019-04-30,9,4,R32082,삼광,7,75
대구,대구(경상북도 농업기술원),001,00122019002259,,,,,,,,1,,0340,002,2019,2019-04-30,10,4,R32093,새일미,7,75
진주,진주(경상남도 농업기술원),001,00122019002267,,,,,,,,1,,0335,002,2019,2019-05-10,11,6,R32008,동안벼,7,75
진주,진주(경상남도 농업기술원),001,00122019002268,,,,,,,,1,,0335,002,2019,2019-05-10,12,6,R32068,동진1호,7,75
진주,진주(경상남도 농업기술원),001,00122019002266,,,,,,,,1,,0335,002,2019,2019-05-10,13,6,R32093,새일미,7,75
진주,진주(경상남도 농업기술원),001,00122019002265,,,,,,,,1,,0335,002,2019,2019-05-10,14,6,R46055,해품,7,75
진주,진주(경상남도 농업기술원),001,00122019002269,,,,,,,,1,,0335,002,2019,2019-05-10,15,6,R46056,영호진미,7,75
철원,철원(국립식량과학원),001,00122019002200,,,,,,,,1,,0331,002,2019,2019-04-20,16,8,R12004,진부벼,7,75
운봉,운봉(국립식량과학원),001,00122019002209,,,,,,,,1,,0330,002,2019,2019-04-20,17,8,R12004,진부벼,7,75
진부,진부(국립식량과학원),001,00122019002271,,,,,,,,1,,0336,002,2019,2019-04-20,18,8,R12004,진부벼,7,75
상주,상주(국립식량과학원),001,00122019002213,,,,,,,,1,,0329,002,2019,2019-04-25,19,8,R12005,상주벼,7,75
제천,제천(충청북도 농업기술원),001,00122019002238,,,,,,,,1,,0337,002,2019,2019-04-20,20,8,R12005,상주벼,7,75
제천,제천(충청북도 농업기술원),001,00122019002237,,,,,,,,1,,0337,002,2019,2019-04-20,21,8,R12016,상미,7,75
운봉,운봉(국립식량과학원),001,00122019002210,,,,,,,,1,,0330,002,2019,2019-04-20,22,8,R12019,삼천벼,7,75
철원,철원(국립식량과학원),001,00122019002201,,,,,,,,1,,0331,002,2019,2019-04-20,23,8,R12072,태봉,7,75
철원,철원(국립식량과학원),001,00122019002202,,,,,,,,1,,0331,002,2019,2019-04-20,24,8,R12079,운광,7,75
운봉,운봉(국립식량과학원),001,00122019002211,,,,,,,,1,,0330,002,2019,2019-04-20,25,8,R12079,운광,7,75
상주,상주(국립식량과학원),001,00122019002214,,,,,,,,1,,0329,002,2019,2019-04-25,26,8,R12079,운광,7,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002225,,,,,,,,1,,0333,002,2019,2019-04-25,27,8,R12079,운광,7,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002230,,,,,,,,1,,0344,002,2019,2019-04-20,28,8,R12079,운광,7,75
제천,제천(충청북도 농업기술원),001,00122019002239,,,,,,,,1,,0337,002,2019,2019-04-20,29,8,R12079,운광,7,75
안동,안동(경상북도 농업기술원),001,00122019002261,,,,,,,,1,,0351,002,2019,2019-04-20,30,8,R12079,운광,7,75
철원,철원(국립식량과학원),001,00122019002203,,,,,,,,1,,0331,002,2019,2019-04-20,31,8,R12080,조운,7,75
상주,상주(국립식량과학원),001,00122019002215,,,,,,,,1,,0329,002,2019,2019-04-25,32,8,R12085,설레미,7,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002231,,,,,,,,1,,0344,002,2019,2019-04-20,33,8,R12086,오대1호,7,75
진부,진부(국립식량과학원),001,00122019002273,,,,,,,,1,,0336,002,2019,2019-04-20,34,8,R12092,한설,7,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002229,,,,,,,,1,,0344,002,2019,2019-04-20,35,8,R12093,오륜,7,75
철원,철원(국립식량과학원),001,00122019002199,,,,,,,,1,,0331,002,2019,2019-04-20,36,8,R13002,오대벼,7,75
운봉,운봉(국립식량과학원),001,00122019002208,,,,,,,,1,,0330,002,2019,2019-04-20,37,8,R13002,오대벼,7,75
상주,상주(국립식량과학원),001,00122019002212,,,,,,,,1,,0329,002,2019,2019-04-25,38,8,R13002,오대벼,7,75
화성,화성(경기도 경기도농업기술원),001,00122019002220,,,,,,,,1,,0332,002,2019,2019-04-20,39,8,R13002,오대벼,7,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002224,,,,,,,,1,,0333,002,2019,2019-04-25,40,8,R13002,오대벼,7,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002228,,,,,,,,1,,0344,002,2019,2019-04-20,41,8,R13002,오대벼,7,75
제천,제천(충청북도 농업기술원),001,00122019002236,,,,,,,,1,,0337,002,2019,2019-04-20,42,8,R13002,오대벼,7,75
안동,안동(경상북도 농업기술원),001,00122019002260,,,,,,,,1,,0351,002,2019,2019-04-20,43,8,R13002,오대벼,7,75
진부,진부(국립식량과학원),001,00122019002270,,,,,,,,1,,0336,002,2019,2019-04-20,44,8,R13002,오대벼,7,75
진부,진부(국립식량과학원),001,00122019002272,,,,,,,,1,,0336,002,2019,2019-04-20,45,8,R13003,진부올벼,7,75
영덕,영덕(국립식량과학원),001,00122019002217,,,,,,,,1,,0338,002,2019,2019-04-20,46,8,R22009,화영벼,7,75
영덕,영덕(국립식량과학원),001,00122019002218,,,,,,,,1,,0338,002,2019,2019-04-20,47,8,R22083,삼덕,7,75
영덕,영덕(국립식량과학원),001,00122019002216,,,,,,,,1,,0338,002,2019,2019-04-20,48,8,R23004,화성벼,7,75
청원,청원(충청북도 농업기술원),001,00122019002234,,,,,,,,1,,2325,002,2019,2019-04-25,49,8,R32001,일품벼,7,75
안동,안동(경상북도 농업기술원),001,00122019002263,,,,,,,,1,,0351,002,2019,2019-04-20,50,8,R32001,일품벼,7,75
화성,화성(경기도 경기도농업기술원),001,00122019002221,,,,,,,,1,,0332,002,2019,2019-04-20,51,8,R32003,대안벼,7,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002226,,,,,,,,1,,0333,002,2019,2019-04-25,52,8,R32003,대안벼,7,75
청원,청원(충청북도 농업기술원),001,00122019002233,,,,,,,,1,,2325,002,2019,2019-04-25,53,8,R32003,대안벼,7,75
익산,익산(전북특별자치도 농업기술원),001,00122019002245,,,,,,,,1,,0326,002,2019,2019-04-30,54,8,R32006,일미벼,7,75
계화,계화(국립식량과학원),001,00122019002206,,,,,,,,1,,0343,002,2019,2019-04-30,55,8,R32011,남평벼,7,75
영덕,영덕(국립식량과학원),001,00122019002219,,,,,,,,1,,0338,002,2019,2019-04-20,56,8,R32011,남평벼,7,75
익산,익산(전북특별자치도 농업기술원),001,00122019002247,,,,,,,,1,,0326,002,2019,2019-04-30,57,8,R32011,남평벼,7,75
안동,안동(경상북도 농업기술원),001,00122019002262,,,,,,,,1,,0351,002,2019,2019-04-20,58,8,R32015,새추청,7,75
계화,계화(국립식량과학원),001,00122019002204,,,,,,,,1,,0343,002,2019,2019-04-30,59,8,R32016,신동진,7,75
익산,익산(전북특별자치도 농업기술원),001,00122019002246,,,,,,,,1,,0326,002,2019,2019-04-30,60,8,R32016,신동진,7,75
계화,계화(국립식량과학원),001,00122019002207,,,,,,,,1,,0343,002,2019,2019-04-30,61,8,R32068,동진1호,7,75
화성,화성(경기도 경기도농업기술원),001,00122019002222,,,,,,,,1,,0332,002,2019,2019-04-20,62,8,R32082,삼광,7,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002227,,,,,,,,1,,0333,002,2019,2019-04-25,63,8,R32082,삼광,7,75
청원,청원(충청북도 농업기술원),001,00122019002235,,,,,,,,1,,2325,002,2019,2019-04-25,64,8,R32082,삼광,7,75
예산,예산(충청남도 농업기술원),001,00122019002240,,,,,,,,1,,0350,002,2019,2019-04-25,65,8,R32082,삼광,7,75
예산,예산(충청남도 농업기술원),001,00122019002244,,,,,,,,1,,0350,002,2019,2019-04-25,66,8,R32084,새누리,7,75
익산,익산(전북특별자치도 농업기술원),001,00122019002249,,,,,,,,1,,0326,002,2019,2019-04-30,67,8,R32084,새누리,7,75
계화,계화(국립식량과학원),001,00122019002205,,,,,,,,1,,0343,002,2019,2019-04-30,68,8,R32088,청호,7,75
예산,예산(충청남도 농업기술원),001,00122019002241,,,,,,,,1,,0350,002,2019,2019-04-25,69,8,R32091,호품,7,75
익산,익산(전북특별자치도 농업기술원),001,00122019002248,,,,,,,,1,,0326,002,2019,2019-04-30,70,8,R32091,호품,7,75
예산,예산(충청남도 농업기술원),001,00122019002243,,,,,,,,1,,0350,002,2019,2019-04-25,71,8,R32093,새일미,7,75
안동,안동(경상북도 농업기술원),001,00122019002264,,,,,,,,1,,0351,002,2019,2019-04-20,72,8,R32093,새일미,7,75
화성,화성(경기도 경기도농업기술원),001,00122019002223,,,,,,,,1,,0332,002,2019,2019-04-20,73,8,R33009,추청,7,75
청원,청원(충청북도 농업기술원),001,00122019002232,,,,,,,,1,,2325,002,2019,2019-04-25,74,8,R33009,추청,7,75
예산,예산(충청남도 농업기술원),001,00122019002242,,,,,,,,1,,0350,002,2019,2019-04-25,75,8,R33009,추청,7,75
나주,나주(전라남도 농업기술원),001,00122020002174,,,,,,,,1,,0352,002,2020,2020-05-10,1,3,R32006,일미벼,7,76
나주,나주(전라남도 농업기술원),001,00122020002175,,,,,,,,1,,0352,002,2020,2020-05-10,2,3,R32016,신동진,7,76
나주,나주(전라남도 농업기술원),001,00122020002177,,,,,,,,1,,0352,002,2020,2020-05-10,3,3,R32081,미품,7,76
나주,나주(전라남도 농업기술원),001,00122020002178,,,,,,,,1,,0352,002,2020,2020-05-10,4,3,R32092,현품,7,76
나주,나주(전라남도 농업기술원),001,00122020002179,,,,,,,,1,,0352,002,2020,2020-05-10,5,3,R32093,새일미,7,76
나주,나주(전라남도 농업기술원),001,00122020002176,,,,,,,,1,,0352,002,2020,2020-05-10,6,3,R46054,새청무,7,76
대구,대구(경상북도 농업기술원),001,00122020002180,,,,,,,,1,,0340,002,2020,2020-04-30,7,4,R22009,화영벼,7,76
대구,대구(경상북도 농업기술원),001,00122020002182,,,,,,,,1,,0340,002,2020,2020-04-30,8,4,R22083,삼덕,7,76
대구,대구(경상북도 농업기술원),001,00122020002181,,,,,,,,1,,0340,002,2020,2020-04-30,9,4,R32001,일품벼,7,76
대구,대구(경상북도 농업기술원),001,00122020002183,,,,,,,,1,,0340,002,2020,2020-04-30,10,4,R32082,삼광,7,76
대구,대구(경상북도 농업기술원),001,00122020002184,,,,,,,,1,,0340,002,2020,2020-04-30,11,4,R32093,새일미,7,76
진주,진주(경상남도 농업기술원),001,00122020002192,,,,,,,,1,,0335,002,2020,2020-05-10,12,6,R32008,동안벼,7,76
진주,진주(경상남도 농업기술원),001,00122020002193,,,,,,,,1,,0335,002,2020,2020-05-10,13,6,R32068,동진1호,7,76
진주,진주(경상남도 농업기술원),001,00122020002191,,,,,,,,1,,0335,002,2020,2020-05-10,14,6,R32093,새일미,7,76
진주,진주(경상남도 농업기술원),001,00122020002190,,,,,,,,1,,0335,002,2020,2020-05-10,15,6,R46055,해품,7,76
진주,진주(경상남도 농업기술원),001,00122020002194,,,,,,,,1,,0335,002,2020,2020-05-10,16,6,R46056,영호진미,7,76
철원,철원(국립식량과학원),001,00122020002124,,,,,,,,1,,0331,002,2020,2020-04-20,17,8,R12004,진부벼,7,76
운봉,운봉(국립식량과학원),001,00122020002133,,,,,,,,1,,0330,002,2020,2020-04-20,18,8,R12004,진부벼,7,76
진부,진부(국립식량과학원),001,00122020002196,,,,,,,,1,,0336,002,2020,2020-04-20,19,8,R12004,진부벼,7,76
상주,상주(국립식량과학원),001,00122020002137,,,,,,,,1,,0329,002,2020,2020-04-25,20,8,R12005,상주벼,7,76
제천,제천(충청북도 농업기술원),001,00122020002162,,,,,,,,1,,0337,002,2020,2020-04-20,21,8,R12005,상주벼,7,76
제천,제천(충청북도 농업기술원),001,00122020002161,,,,,,,,1,,0337,002,2020,2020-04-20,22,8,R12016,상미,7,76
운봉,운봉(국립식량과학원),001,00122020002134,,,,,,,,1,,0330,002,2020,2020-04-20,23,8,R12019,삼천벼,7,76
철원,철원(국립식량과학원),001,00122020002125,,,,,,,,1,,0331,002,2020,2020-04-20,24,8,R12072,태봉,7,76
철원,철원(국립식량과학원),001,00122020002126,,,,,,,,1,,0331,002,2020,2020-04-20,25,8,R12079,운광,7,76
운봉,운봉(국립식량과학원),001,00122020002135,,,,,,,,1,,0330,002,2020,2020-04-20,26,8,R12079,운광,7,76
상주,상주(국립식량과학원),001,00122020002138,,,,,,,,1,,0329,002,2020,2020-04-25,27,8,R12079,운광,7,76
춘천,춘천(강원특별자치도 농업기술원),001,00122020002149,,,,,,,,1,,0333,002,2020,2020-04-25,28,8,R12079,운광,7,76
강릉,강릉(강원특별자치도 농업기술원),001,00122020002154,,,,,,,,1,,0344,002,2020,2020-04-20,29,8,R12079,운광,7,76
제천,제천(충청북도 농업기술원),001,00122020002163,,,,,,,,1,,0337,002,2020,2020-04-20,30,8,R12079,운광,7,76
안동,안동(경상북도 농업기술원),001,00122020002186,,,,,,,,1,,0351,002,2020,2020-04-20,31,8,R12079,운광,7,76
철원,철원(국립식량과학원),001,00122020002127,,,,,,,,1,,0331,002,2020,2020-04-20,32,8,R12080,조운,7,76
상주,상주(국립식량과학원),001,00122020002139,,,,,,,,1,,0329,002,2020,2020-04-25,33,8,R12085,설레미,7,76
강릉,강릉(강원특별자치도 농업기술원),001,00122020002155,,,,,,,,1,,0344,002,2020,2020-04-20,34,8,R12086,오대1호,7,76
진부,진부(국립식량과학원),001,00122020002198,,,,,,,,1,,0336,002,2020,2020-04-20,35,8,R12092,한설,7,76
강릉,강릉(강원특별자치도 농업기술원),001,00122020002153,,,,,,,,1,,0344,002,2020,2020-04-20,36,8,R12093,오륜,7,76
철원,철원(국립식량과학원),001,00122020002123,,,,,,,,1,,0331,002,2020,2020-04-20,37,8,R13002,오대벼,7,76
운봉,운봉(국립식량과학원),001,00122020002132,,,,,,,,1,,0330,002,2020,2020-04-20,38,8,R13002,오대벼,7,76
상주,상주(국립식량과학원),001,00122020002136,,,,,,,,1,,0329,002,2020,2020-04-25,39,8,R13002,오대벼,7,76
화성,화성(경기도 경기도농업기술원),001,00122020002144,,,,,,,,1,,0332,002,2020,2020-04-20,40,8,R13002,오대벼,7,76
춘천,춘천(강원특별자치도 농업기술원),001,00122020002148,,,,,,,,1,,0333,002,2020,2020-04-25,41,8,R13002,오대벼,7,76
강릉,강릉(강원특별자치도 농업기술원),001,00122020002152,,,,,,,,1,,0344,002,2020,2020-04-20,42,8,R13002,오대벼,7,76
제천,제천(충청북도 농업기술원),001,00122020002160,,,,,,,,1,,0337,002,2020,2020-04-20,43,8,R13002,오대벼,7,76
안동,안동(경상북도 농업기술원),001,00122020002185,,,,,,,,1,,0351,002,2020,2020-04-20,44,8,R13002,오대벼,7,76
진부,진부(국립식량과학원),001,00122020002195,,,,,,,,1,,0336,002,2020,2020-04-20,45,8,R13002,오대벼,7,76
진부,진부(국립식량과학원),001,00122020002197,,,,,,,,1,,0336,002,2020,2020-04-20,46,8,R13003,진부올벼,7,76
영덕,영덕(국립식량과학원),001,00122020002141,,,,,,,,1,,0338,002,2020,2020-04-20,47,8,R22009,화영벼,7,76
영덕,영덕(국립식량과학원),001,00122020002142,,,,,,,,1,,0338,002,2020,2020-04-20,48,8,R22083,삼덕,7,76
영덕,영덕(국립식량과학원),001,00122020002140,,,,,,,,1,,0338,002,2020,2020-04-20,49,8,R23004,화성벼,7,76
청원,청원(충청북도 농업기술원),001,00122020002158,,,,,,,,1,,2325,002,2020,2020-04-25,50,8,R32001,일품벼,7,76
안동,안동(경상북도 농업기술원),001,00122020002188,,,,,,,,1,,0351,002,2020,2020-04-20,51,8,R32001,일품벼,7,76
화성,화성(경기도 경기도농업기술원),001,00122020002145,,,,,,,,1,,0332,002,2020,2020-04-20,52,8,R32003,대안벼,7,76
춘천,춘천(강원특별자치도 농업기술원),001,00122020002150,,,,,,,,1,,0333,002,2020,2020-04-25,53,8,R32003,대안벼,7,76
청원,청원(충청북도 농업기술원),001,00122020002157,,,,,,,,1,,2325,002,2020,2020-04-25,54,8,R32003,대안벼,7,76
익산,익산(전북특별자치도 농업기술원),001,00122020002169,,,,,,,,1,,0326,002,2020,2020-04-30,55,8,R32006,일미벼,7,76
계화,계화(국립식량과학원),001,00122020002130,,,,,,,,1,,0343,002,2020,2020-04-30,56,8,R32011,남평벼,7,76
영덕,영덕(국립식량과학원),001,00122020002143,,,,,,,,1,,0338,002,2020,2020-04-20,57,8,R32011,남평벼,7,76
익산,익산(전북특별자치도 농업기술원),001,00122020002171,,,,,,,,1,,0326,002,2020,2020-04-30,58,8,R32011,남평벼,7,76
안동,안동(경상북도 농업기술원),001,00122020002187,,,,,,,,1,,0351,002,2020,2020-04-20,59,8,R32015,새추청,7,76
계화,계화(국립식량과학원),001,00122020002128,,,,,,,,1,,0343,002,2020,2020-04-30,60,8,R32016,신동진,7,76
익산,익산(전북특별자치도 농업기술원),001,00122020002170,,,,,,,,1,,0326,002,2020,2020-04-30,61,8,R32016,신동진,7,76
계화,계화(국립식량과학원),001,00122020002131,,,,,,,,1,,0343,002,2020,2020-04-30,62,8,R32068,동진1호,7,76
화성,화성(경기도 경기도농업기술원),001,00122020002146,,,,,,,,1,,0332,002,2020,2020-04-20,63,8,R32082,삼광,7,76
춘천,춘천(강원특별자치도 농업기술원),001,00122020002151,,,,,,,,1,,0333,002,2020,2020-04-25,64,8,R32082,삼광,7,76
청원,청원(충청북도 농업기술원),001,00122020002159,,,,,,,,1,,2325,002,2020,2020-04-25,65,8,R32082,삼광,7,76
예산,예산(충청남도 농업기술원),001,00122020002164,,,,,,,,1,,0350,002,2020,2020-04-25,66,8,R32082,삼광,7,76
예산,예산(충청남도 농업기술원),001,00122020002168,,,,,,,,1,,0350,002,2020,2020-04-25,67,8,R32084,새누리,7,76
익산,익산(전북특별자치도 농업기술원),001,00122020002173,,,,,,,,1,,0326,002,2020,2020-04-30,68,8,R32084,새누리,7,76
계화,계화(국립식량과학원),001,00122020002129,,,,,,,,1,,0343,002,2020,2020-04-30,69,8,R32088,청호,7,76
예산,예산(충청남도 농업기술원),001,00122020002165,,,,,,,,1,,0350,002,2020,2020-04-25,70,8,R32091,호품,7,76
익산,익산(전북특별자치도 농업기술원),001,00122020002172,,,,,,,,1,,0326,002,2020,2020-04-30,71,8,R32091,호품,7,76
예산,예산(충청남도 농업기술원),001,00122020002167,,,,,,,,1,,0350,002,2020,2020-04-25,72,8,R32093,새일미,7,76
안동,안동(경상북도 농업기술원),001,00122020002189,,,,,,,,1,,0351,002,2020,2020-04-20,73,8,R32093,새일미,7,76
화성,화성(경기도 경기도농업기술원),001,00122020002147,,,,,,,,1,,0332,002,2020,2020-04-20,74,8,R33009,추청,7,76
청원,청원(충청북도 농업기술원),001,00122020002156,,,,,,,,1,,2325,002,2020,2020-04-25,75,8,R33009,추청,7,76
예산,예산(충청남도 농업기술원),001,00122020002166,,,,,,,,1,,0350,002,2020,2020-04-25,76,8,R33009,추청,7,76
나주,나주(전라남도 농업기술원),001,00122021002365,11.7,278,107,29795,2021-08-17,76.4,20.5,1,7,0352,002,2021,2021-05-10,1,3,R32006,일미벼,7,76
나주,나주(전라남도 농업기술원),001,00122021002366,10.6,252,106,26742,2021-08-13,79.6,21.9,1,7,0352,002,2021,2021-05-10,2,3,R32016,신동진,7,76
나주,나주(전라남도 농업기술원),001,00122021002368,13.7,326,95,30976,2021-08-22,74.7,18.7,1,7,0352,002,2021,2021-05-10,3,3,R32081,미품,7,76
나주,나주(전라남도 농업기술원),001,00122021002369,13.2,314,87,27332,2021-08-19,72.7,20.2,1,7,0352,002,2021,2021-05-10,4,3,R32092,현품,7,76
나주,나주(전라남도 농업기술원),001,00122021002370,11.8,281,104,29207,2021-08-14,77.3,20.7,1,7,0352,002,2021,2021-05-10,5,3,R32093,새일미,7,76
나주,나주(전라남도 농업기술원),001,00122021002367,13.5,321,88,28274,2021-08-20,78.3,19.5,1,7,0352,002,2021,2021-05-10,6,3,R46054,새청무,7,76
대구,대구(경상북도 농업기술원),001,00122021002371,15.5,368.9,98.3,36262.9,2021-08-08,76.7,23.2,1,7,0340,002,2021,2021-04-30,7,4,R22009,화영벼,7,76
대구,대구(경상북도 농업기술원),001,00122021002373,15.7,373.7,118,44091.9,2021-08-05,75.6,22.1,1,7,0340,002,2021,2021-04-30,8,4,R22083,삼덕,7,76
대구,대구(경상북도 농업기술원),001,00122021002372,14.2,337.96,107.5,36330.7,2021-08-13,70.8,21.6,1,7,0340,002,2021,2021-04-30,9,4,R32001,일품벼,7,76
대구,대구(경상북도 농업기술원),001,00122021002374,14.9,354.6,100.2,35532.9,2021-08-10,80.6,20.4,1,7,0340,002,2021,2021-04-30,10,4,R32082,삼광,7,76
대구,대구(경상북도 농업기술원),001,00122021002375,14.9,354.6,111.9,39681.978,2021-08-11,78.4,20.8,1,7,0340,002,2021,2021-04-30,11,4,R32093,새일미,7,76
진주,진주(경상남도 농업기술원),001,00122021002383,16.4,389,89.3,34749,2021-08-15,76.8,20,1,7,0335,002,2021,2021-05-10,12,6,R32008,동안벼,7,76
진주,진주(경상남도 농업기술원),001,00122021002384,15.2,362,102.3,37049,2021-08-12,84.5,21.6,1,7,0335,002,2021,2021-05-10,13,6,R32068,동진1호,7,76
진주,진주(경상남도 농업기술원),001,00122021002382,14.5,345,96.6,33337,2021-08-16,73.6,20.3,1,7,0335,002,2021,2021-05-10,14,6,R32093,새일미,7,76
진주,진주(경상남도 농업기술원),001,00122021002381,15.7,373,90.9,33930,2021-08-15,63.7,19.1,1,7,0335,002,2021,2021-05-10,15,6,R46055,해품,7,76
진주,진주(경상남도 농업기술원),001,00122021002385,16.5,393,70.4,27646,2021-08-26,73.7,17.6,1,7,0335,002,2021,2021-05-10,16,6,R46056,영호진미,7,76
철원,철원(국립식량과학원),001,00122021002315,17.6,489.4,75.4,36900.76,2021-07-24,82.7,19.85,1,7,0331,002,2021,2021-04-20,17,8,R12004,진부벼,7,76
운봉,운봉(국립식량과학원),001,00122021002324,15.4,428,85,36380,2021-07-22,73.1,19.4,1,7,0330,002,2021,2021-04-20,18,8,R12004,진부벼,7,76
진부,진부(국립식량과학원),001,00122021002387,19.1,530.6,70.3,37301,2021-08-03,81.1,16.9,1,7,0336,002,2021,2021-04-20,19,8,R12004,진부벼,7,76
상주,상주(국립식량과학원),001,00122021002328,17,472.6,96.7,45700.420000000005,2021-07-28,65.4,18.8,1,7,0329,002,2021,2021-04-25,20,8,R12005,상주벼,7,76
제천,제천(충청북도 농업기술원),001,00122021002353,16.5,458.7,91.1,41788,2021-07-25,65.3,18.7,1,7,0337,002,2021,2021-04-20,21,8,R12005,상주벼,7,76
제천,제천(충청북도 농업기술원),001,00122021002352,17.2,478.2,88.4,42273,2021-07-30,67.4,19,1,7,0337,002,2021,2021-04-20,22,8,R12016,상미,7,76
운봉,운봉(국립식량과학원),001,00122021002325,16.7,464,92,42688,2021-07-24,68.3,19.7,1,7,0330,002,2021,2021-04-20,23,8,R12019,삼천벼,7,76
철원,철원(국립식량과학원),001,00122021002316,16.3,452.2,88.5113600995954,40024.83703703703,2021-07-23,71,19.983333333333334,1,7,0331,002,2021,2021-04-20,24,8,R12072,태봉,7,76
철원,철원(국립식량과학원),001,00122021002317,16.9,470.5,103.43891875746715,48668.01127538829,2021-08-01,67.8,20.183333333333333,1,7,0331,002,2021,2021-04-20,25,8,R12079,운광,7,76
운봉,운봉(국립식량과학원),001,00122021002326,15.2,422,127,53594,2021-07-29,68.9,21.3,1,7,0330,002,2021,2021-04-20,26,8,R12079,운광,7,76
상주,상주(국립식량과학원),001,00122021002329,15.8,439.24,121.6,53411.583999999995,2021-07-29,69,19.9,1,7,0329,002,2021,2021-04-25,27,8,R12079,운광,7,76
춘천,춘천(강원특별자치도 농업기술원),001,00122021002340,10.8,237.2,128.1,30385,2021-07-29,60.3,21.1,1,7,0333,002,2021,2021-04-25,28,8,R12079,운광,7,76
강릉,강릉(강원특별자치도 농업기술원),001,00122021002345,14.5,307.4,126,38732,2021-07-26,65.4,21.7,1,7,0344,002,2021,2021-04-20,29,8,R12079,운광,7,76
제천,제천(충청북도 농업기술원),001,00122021002354,15,417,106.8,44536,2021-07-26,67.3,20,1,7,0337,002,2021,2021-04-20,30,8,R12079,운광,7,76
안동,안동(경상북도 농업기술원),001,00122021002377,14,332,117.9,39144,2021-07-23,62.9,20.9,1,7,0351,002,2021,2021-04-20,31,8,R12079,운광,7,76
철원,철원(국립식량과학원),001,00122021002318,18.8,521.5,63.1,32906.65,2021-07-22,64.4,19.5,1,7,0331,002,2021,2021-04-20,32,8,R12080,조운,7,76
상주,상주(국립식량과학원),001,00122021002330,19.3,536.5400000000001,82.4,44210.89600000001,2021-07-30,72.60000000000001,18,1,7,0329,002,2021,2021-04-25,33,8,R12085,설레미,7,76
강릉,강릉(강원특별자치도 농업기술원),001,00122021002346,13.7,286.2,106.9,30595,2021-07-27,71.5,20.9,1,7,0344,002,2021,2021-04-20,34,8,R12086,오대1호,7,76
진부,진부(국립식량과학원),001,00122021002389,16.6,461.1,90.8,41868,2021-08-01,71.2,19.5,1,7,0336,002,2021,2021-04-20,35,8,R12092,한설,7,76
강릉,강릉(강원특별자치도 농업기술원),001,00122021002344,16,337.2,92.2,31090,2021-08-03,73.6,19.4,1,7,0344,002,2021,2021-04-20,36,8,R12093,오륜,7,76
철원,철원(국립식량과학원),001,00122021002314,16.71666666666667,464.7233333333334,79.9,37131.394333333344,2021-07-27,70.21666666666665,19.516666666666665,1,7,0331,002,2021,2021-04-20,37,8,R13002,오대벼,7,76
운봉,운봉(국립식량과학원),001,00122021002323,15.3,425,92,39100,2021-07-27,72.1,20.4,1,7,0330,002,2021,2021-04-20,38,8,R13002,오대벼,7,76
상주,상주(국립식량과학원),001,00122021002327,15.7,436.46,87.4,38146.604,2021-07-27,75.96666666666665,20.466666666666665,1,7,0329,002,2021,2021-04-25,39,8,R13002,오대벼,7,76
화성,화성(경기도 경기도농업기술원),001,00122021002335,14.4125,343,93.2,31969.231000000003,2021-07-26,76.475,21.50375,1,7,0332,002,2021,2021-04-20,40,8,R13002,오대벼,7,76
춘천,춘천(강원특별자치도 농업기술원),001,00122021002339,9.8,223,85.1,18977,2021-07-27,64.8,21.5,1,7,0333,002,2021,2021-04-25,41,8,R13002,오대벼,7,76
강릉,강릉(강원특별자치도 농업기술원),001,00122021002343,15.7,328.7,80.5,26460,2021-07-26,69.4,21,1,7,0344,002,2021,2021-04-20,42,8,R13002,오대벼,7,76
제천,제천(충청북도 농업기술원),001,00122021002351,15.1,419.8,88.3,37068,2021-07-28,71.2,19.6,1,7,0337,002,2021,2021-04-20,43,8,R13002,오대벼,7,76
안동,안동(경상북도 농업기술원),001,00122021002376,14.6,347.5,74,25710,2021-07-24,69.1,19.9,1,7,0351,002,2021,2021-04-20,44,8,R13002,오대벼,7,76
진부,진부(국립식량과학원),001,00122021002386,18,500,70,35000,2021-08-06,69.6,18.6,1,7,0336,002,2021,2021-04-20,45,8,R13002,오대벼,7,76
